PEITSCH_CODE,ALL_ORDER,A_ORDER,B_ORDER,C_ORDER,D_ORDER,ALL_UNORDER,A_UNORDER,B_UNORDER,C_UNORDER,D_UNORDER
855,88.53953684593652,88.88888888888887,89.23070677546382,86.24062546681769,85.26516961299569,86.16434009885441,85.0,88.05423618722853,84.49426186357982,85.26516961299569
2469,93.9047230566211,95.55555555555556,96.2962962962963,92.25065690948996,98.46153846153847,93.19158374221624,93.33333333333333,96.2962962962963,91.09315134725638,98.46153846153847
2381,90.942369468149,88.8888888888889,90.47619047619048,91.41228721909123,100,90.01811257935333,88.8888888888889,90.47619047619048,90.46613183001445,100
2769,93.69455609330892,96.96969696969698,90.67064720625092,91.72844767059033,94.04761904761905,92.98750851242089,96.96969696969695,90.67064720625092,90.34343433900125,94.04761904761905
1955,88.99834627182298,95.55555555555556,82.67982858439179,85.72516304693994,76.47058823529412,86.35955152296263,95.55555555555556,78.75802574954547,82.02955764805523,76.47058823529412
3215,90.16793742139915,100,100,89.17722766173318,88.29957640925383,87.96571169583507,100,100,86.81934662592428,83.98236124687737
6481,91.10394039239554,87.46438746438747,80.0,91.36332624915508,93.62573099415205,90.06823374044156,87.46438746438747,80.0,89.92645808446436,92.57309941520468
5395,91.01629623427938,89.44099378881988,94.32367149758454,90.31234077308568,98.55072463768117,89.51983346630008,89.44099378881988,94.32367149758454,87.92276143000855,97.10144927536231
2615,92.74534500870361,94.18336565395389,88.05930368149258,91.0879043858171,92.92023338979861,91.08290352699672,93.31034978093803,82.86190238214226,89.60940976216119,92.25356672313195
2621,90.12986973607622,100.0,82.15686274509805,91.61462241462242,88.94014361171807,89.11627378009231,100.0,82.15686274509805,90.04054834054834,88.94014361171807
1831,92.69406074212208,88.23529411764706,86.61208576998051,91.26781163084796,100.0,92.27917551841333,88.23529411764706,86.61208576998051,90.74764702179446,100.0
9369,91.53639403145056,88.44538553234206,100,89.60793487261306,94.66540404040404,89.8172763580216,88.44538553234206,100,87.19866649512618,93.15025252525253
3475,90.19638050653361,95.66666666666667,100,89.05332933718609,100,88.12522005772006,93.0,100,86.55815360866612,100
1735,91.02780124487879,93.33333333333333,85.23727947704408,89.64148642360863,87.54510550919892,89.4165910774437,93.33333333333333,80.44817603662484,87.69460659578448,85.49247393025156
9361,88.58392192752541,90.38800705467372,100.0,86.95782769781893,85.2920227920228,86.5249440196931,90.38800705467372,100.0,84.03092098437403,85.2920227920228
1741,92.26588277307539,100.0,100,89.70920721885263,94.55904823839606,90.91093969988256,100.0,100,88.05212106609987,93.29317522252306
8739,93.37650381677823,100,100,90.68415944993286,94.53842940685047,92.32353316516284,100,100,87.91089523327108,94.53842940685047
4465,92.10949387535493,100,80.55555555555556,91.50089129236757,91.30434782608695,90.63136543474934,100,80.55555555555556,89.93675689311848,91.30434782608697
2221,89.48564867349062,100,78.78767232486396,89.53658908354522,100.0,87.81238127401956,100,75.18695931238626,88.11343935394387,100.0
17609,92.64372704642876,94.27853855046838,92.80184331797234,92.39722530858576,86.66666666666667,91.45913790557165,94.27853855046838,90.42089093701998,88.16404558508346,83.33333333333333
4397,91.32242035869636,60.74074074074074,98.24561403508771,88.80203365199104,94.56654016445289,90.13726608452575,60.74074074074074,98.24561403508771,86.24647809643548,93.31163820366856
463,92.7791743274323,100.0,85.13192463918416,89.5920995843356,96.27838827838828,91.51971292836286,100.0,83.389637887823,87.32698633319751,94.37362637362637
3859,89.81226776016136,64.70588235294117,86.44314206533096,87.99434911640749,95.70223978919631,87.0963937870848,64.70588235294117,86.44314206533097,84.83407924333476,95.70223978919631
2393,88.14944601123342,78.8888888888889,82.98063786918277,85.13227513227513,89.35052025269417,86.23801332744911,77.22222222222223,79.97562533785444,81.08465608465612,89.35052025269417
6705,89.82979089996613,100,88.88888888888889,89.53154794879411,86.66666666666667,87.56249269183873,100,88.88888888888889,87.06919091484406,80.0
